,open,high,low,close,volume,close_-1_s,close_-1_d,closepm,closenm,closepm_14_smma,closenm_14_smma,rs_14,rsi_14,rsi,macd,volume_delta,adx,cci_30,atr,volatility_ratio,News Source,Title,Description,SP_Title,SC_Score,SP_Desc,SC_Desc
2020-08-03,2051.3,2057.0,2003.1,2009.0,21560137,2067.1,-58.09999999999991,0.0,58.09999999999991,22.31563883200619,16.57259073749672,1.3465389440599287,57.38404416720131,57.38404416720131,97.53960530776067,-13033238.0,29.39057682705366,66.8883283582357,67.73541541635858,148.20015409746995,,,,,,,
2020-08-04,2020.6,2167.0,2000.25,2150.6,42477225,2009.0,141.5999999999999,141.5999999999999,0.0,30.83610858357184,15.388812271474253,2.00380042589328,66.70884019524644,66.70884019524644,99.26010700728602,20917088.0,30.004240645729762,102.74767440230636,74.80801709396326,171.66938747791926,Business Standard,"Ril Close To Acquiring Future Retail, Finalises Plan With Lenders","RIL, Future stocks go up on finalisation of acquisition talks",neutral,0.08214782923460007,positive,0.8638137578964233
2020-08-04,2020.6,2167.0,2000.25,2150.6,42477225,2009.0,141.5999999999999,141.5999999999999,0.0,30.83610858357184,15.388812271474253,2.00380042589328,66.70884019524644,66.70884019524644,99.26010700728602,20917088.0,30.004240645729762,102.74767440230636,74.80801709396326,171.66938747791926,Business Standard,"Covid-19: From Ril, To Tata Projects, India Inc Goes For Antibody Testing","RIL, JSW, and Tata Projects, among others, testing all employees and also building databases",neutral,0.0658077672123909,neutral,0.028589822351932526
2020-08-05,2169.0,2196.0,2118.3,2126.45,34405886,2150.6,-24.15000000000009,0.0,24.15000000000009,28.633491414577602,16.01462218712339,1.7879592212672026,64.1314696294061,64.1314696294061,97.55043014940952,-8071339.0,32.16147641652116,114.25793130603314,75.014590863932,158.9647484595968,Press Trust of India,Reliance Industries Now The Second Biggest Brand Globally After Apple,"""This year's highest entrant at number two, Reliance Industries excels on every attribute,"" FutureBrand said, releasing its 2020 Index",neutral,0.3440466821193695,positive,0.8837594985961914
2020-08-05,2169.0,2196.0,2118.3,2126.45,34405886,2150.6,-24.15000000000009,0.0,24.15000000000009,28.633491414577602,16.01462218712339,1.7879592212672026,64.1314696294061,64.1314696294061,97.55043014940952,-8071339.0,32.16147641652116,114.25793130603314,75.014590863932,158.9647484595968,Business Standard,Ril'S Heft Adds To Fund Managers' Woes As Stock Makes Up 20% Of Sensex,Large-cap MFs risk face risk of losing out on the rally,negative,-0.5399407744407654,negative,-0.9489573240280151
2020-08-06,2157.0,2167.7,2107.8,2134.1,22762726,2126.45,7.650000000000091,7.650000000000091,0.0,27.134646597725006,14.870702284339863,1.8247051201004902,64.59807457833247,64.59807457833247,95.709503363566,-11643160.0,32.31061096065362,100.31326690385076,73.93495994228688,162.45122965864653,,,,,,,
2020-08-07,2129.8,2157.8,2120.2,2146.45,15222384,2134.1,12.349999999999909,12.349999999999909,0.0,26.078584709020134,13.808493469474838,1.8885901468302573,65.38103541281784,65.38103541281784,94.16165086637761,-7540342.0,32.417135635033944,95.28872165384553,71.33956706840033,163.1522999539949,,,,,,,
2020-08-10,2159.1,2165.0,2108.1,2119.85,12441939,2146.45,-26.59999999999991,0.0,26.59999999999991,24.215802938149256,14.722185123101895,1.6448511369518155,62.19068869212437,62.19068869212437,89.75395649547227,-2780445.0,30.53970673449467,84.09504856988677,70.30815517951129,151.40917711893294,Bloomberg,Aramco Still Working On Deal To Buy $15 Bn Stake In Reliance Industries,"Reliance's shares fell in mid-July after Chairman Mukesh Ambani said a transaction had been delayed ""due to unforeseen circumstances in the energy mar...",neutral,0.21112167835235596,negative,-0.9622390270233154
2020-08-10,2159.1,2165.0,2108.1,2119.85,12441939,2146.45,-26.59999999999991,0.0,26.59999999999991,24.215802938149256,14.722185123101895,1.6448511369518155,62.19068869212437,62.19068869212437,89.75395649547227,-2780445.0,30.53970673449467,84.09504856988677,70.30815517951129,151.40917711893294,Press Trust of India,Reliance'S Asset Monetisation Over 4 Months To Boost Credit Quality: S&P,The oil-to-telecom conglomerate has amassed Rs 2.1 trillion in investment proceeds since Facebook announced its investment in its digital unit Jio Pla...,positive,0.9036205410957336,neutral,0.1123884916305542
2020-08-10,2159.1,2165.0,2108.1,2119.85,12441939,2146.45,-26.59999999999991,0.0,26.59999999999991,24.215802938149256,14.722185123101895,1.6448511369518155,62.19068869212437,62.19068869212437,89.75395649547227,-2780445.0,30.53970673449467,84.09504856988677,70.30815517951129,151.40917711893294,Business Standard,"Market Wrap: Sensex Gains 142 Pts, Nifty Ends At 11,270; Pharma Stocks Zoom",All that happened in the markets today,negative,-0.4196609854698181,neutral,-0.0275447778403759
2020-08-10,2159.1,2165.0,2108.1,2119.85,12441939,2146.45,-26.59999999999991,0.0,26.59999999999991,24.215802938149256,14.722185123101895,1.6448511369518155,62.19068869212437,62.19068869212437,89.75395649547227,-2780445.0,30.53970673449467,84.09504856988677,70.30815517951129,151.40917711893294,Business Standard,"Stocks To Watch: Defence-Related Stocks, Telcos, Ril, Cipla, Eveready, Bpcl",Here's a list of stocks that may remain in focus today,neutral,-0.003944950178265572,neutral,-0.029512114822864532
2020-08-11,2134.8,2160.0,2100.35,2133.8,21611359,2119.85,13.950000000000273,13.950000000000273,0.0,23.48252189817902,13.67058698871875,1.7177405708736049,63.204729299141505,63.204729299141505,86.3906092761249,9169420.0,27.879601537686636,78.94026344058221,69.54684862012341,151.379097840331,,,,,,,
2020-08-12,2121.0,2145.0,2106.8,2127.6,13967529,2133.8,-6.200000000000273,0.0,6.200000000000273,21.805178936038214,13.136967279433636,1.6598335424169743,62.40366233251927,62.40366233251927,82.27641535322141,-7643830.0,25.97952639710947,71.9186468448493,67.30776134720428,152.5808519221628,Business Standard,"Reliance Plans To Follow Jio'S Success In E-Commerce, Retail, Other Biz","Next on the list: media and entertainment, e-commerce, a series of online businesses, and retail",positive,0.87386155128479,neutral,0.009041614830493927
2020-08-12,2121.0,2145.0,2106.8,2127.6,13967529,2133.8,-6.200000000000273,0.0,6.200000000000273,21.805178936038214,13.136967279433636,1.6598335424169743,62.40366233251927,62.40366233251927,82.27641535322141,-7643830.0,25.97952639710947,71.9186468448493,67.30776134720428,152.5808519221628,Press Trust of India,"Reliance Jumps 10 Places, Breaks Into Fortune'S Top 100 Global Companies",The oil-to-telecom conglomerate is ranked 96th in the 2020 ranking released by Fortune,positive,0.8554623126983643,neutral,0.1352197676897049
2020-08-13,2128.0,2138.9,2110.0,2122.05,11459251,2127.6,-5.549999999999727,0.0,5.549999999999727,20.24764893639793,12.595035054127415,1.6075897247910191,61.65040878583216,61.65040878583216,77.67268806934453,-2508278.0,24.62232986812578,66.13963912985719,64.56431949365331,152.91967325916622,Reuters,Bytedance In Talks With Reliance For Investment In Tiktok: Report,"The government in June banned 59 Chinese apps, including TikTok and WeChat, for threatening its ""sovereignty and integrity"" after border tensions with...",neutral,0.06948114186525345,negative,-0.8816419243812561
2020-08-14,2122.55,2157.0,2089.25,2113.8,15333759,2122.05,-8.25,0.0,8.25,18.80137345154894,12.284672221418605,1.530474164281593,60.481714687496044,60.481714687496044,72.52250391304756,3874508.0,19.111744524509326,60.422643722899686,64.79187043714128,139.54409308430576,Business Standard,Telecom Stocks Trade Flat Ahead Of Today'S Sc Hearing On Agr Payments,"In its last hearing, the SC had asked the Centre to prepare a plan for recovering AGR dues from bankrupt telecom operators",negative,-0.9465561509132385,neutral,0.30334171652793884
2020-08-14,2122.55,2157.0,2089.25,2113.8,15333759,2122.05,-8.25,0.0,8.25,18.80137345154894,12.284672221418605,1.530474164281593,60.481714687496044,60.481714687496044,72.52250391304756,3874508.0,19.111744524509326,60.422643722899686,64.79187043714128,139.54409308430576,Business Standard,Stock Of This Ril-Owned Company Has Jumped 600% From March Low,"The rally, some analysts argue, comes on the back of the company's change in focus from being a textile play to manufacturing protective gear in battl...",positive,0.9278858304023743,positive,0.6089373230934143
2020-08-17,2105.0,2105.0,2070.1,2091.35,14297224,2113.8,-22.450000000000273,0.0,22.450000000000273,17.458405403680295,13.010773984033294,1.3418421859533565,57.298574344671174,57.298574344671174,65.87011784780316,-1036535.0,15.813887986465218,39.27938272758645,63.285293902195,126.80977463534948,Business Standard,"Stocks To Watch: Tata Steel, Tata Motors, Icici Bank, Ril, Berger Paints",Here's a list of stocks that may trade actively in today's trading session.,neutral,0.007646968588232994,neutral,0.0086161894723773
2020-08-17,2105.0,2105.0,2070.1,2091.35,14297224,2113.8,-22.450000000000273,0.0,22.450000000000273,17.458405403680295,13.010773984033294,1.3418421859533565,57.298574344671174,57.298574344671174,65.87011784780316,-1036535.0,15.813887986465218,39.27938272758645,63.285293902195,126.80977463534948,Business Standard,"Reliance In Talks To Acquire Urban Ladder, Milkbasket, Says Report","According to a report, the discussion with Urban Ladder has been going on for the last few months and is now at an advanced stage",neutral,0.3514777421951294,neutral,0.08099447190761566
